Date,Title,Event
"November 13, 2021",Health and environment,climate change
"November 13, 2021",International relations,2021 Belarus–European Union border crisis
"November 13, 2021",International relations,Russian President
"November 13, 2021",Law and crime,November 2021 Guayaquil prison riot
"November 13, 2021",Law and crime,prison riot
"November 13, 2021",Politics and elections,Protests over responses to the COVID-19 pandemic
"November 13, 2021",Politics and elections,COVID-19 protests in Australia
"November 13, 2021",Politics and elections,right-wing
"November 14, 2021",Armed conflicts and attacks,Insurgency in the Maghreb
"November 14, 2021",Armed conflicts and attacks,open fire
"November 14, 2021",Armed conflicts and attacks,Liverpool Women's Hospital bombing
"November 14, 2021",Armed conflicts and attacks,Liverpool Women's Hospital
"November 14, 2021",Armed conflicts and attacks,Syrian civil war
"November 14, 2021",Armed conflicts and attacks,Deir ez-Zor
"November 14, 2021",Armed conflicts and attacks,Somali Civil War
"November 14, 2021",Armed conflicts and attacks,Ugandan soldiers
"November 14, 2021",Disasters and accidents,Astroworld Festival crowd crush
"November 14, 2021",Disasters and accidents,crowd crush
"November 14, 2021",Disasters and accidents,European migrant crisis
"November 14, 2021",Disasters and accidents,sub-Saharan African
"November 14, 2021",Disasters and accidents,COVID-19
"November 14, 2021",Disasters and accidents,earthquake
"November 14, 2021",Health and environment,COVID-19 pandemic
"November 14, 2021",Health and environment,COVID-19 pandemic in Austria
"November 14, 2021",Health and environment,Chancellor
"November 14, 2021",Health and environment,COVID-19 pandemic in Egypt
"November 14, 2021",Health and environment,Egyptian
"November 14, 2021",Health and environment,COVID-19 pandemic in Israel
"November 14, 2021",Health and environment,Israeli
"November 14, 2021",Health and environment,COVID-19 pandemic in Peru
"November 14, 2021",Health and environment,Peru
"November 14, 2021",Politics and elections,2021 Bulgarian general election
"November 14, 2021",Politics and elections,Bulgarians
"November 14, 2021",Politics and elections,2021 Argentine legislative election
"November 14, 2021",Politics and elections,Argentines
"November 15, 2021",Armed conflicts and attacks,Insurgency in the Maghreb
"November 15, 2021",Armed conflicts and attacks,mass shooting
"November 15, 2021",Armed conflicts and attacks,Liverpool Women's Hospital bombing
"November 15, 2021",Armed conflicts and attacks,Liverpool
"November 15, 2021",Armed conflicts and attacks,al-Shabaab
"November 15, 2021",Business and economy,Infrastructure policy of the Joe Biden administration
"November 15, 2021",Business and economy,U.S. President
"November 15, 2021",Disasters and accidents,November 2021 Pacific Northwest floods
"November 15, 2021",Disasters and accidents,"Merritt, British Columbia"
"November 15, 2021",Health and environment,COVID-19 pandemic
"November 15, 2021",Health and environment,COVID-19 pandemic in Asia
"November 15, 2021",Health and environment,COVID-19 pandemic in Cambodia
"November 15, 2021",Health and environment,Cambodia
"November 15, 2021",Health and environment,COVID-19 pandemic in India
"November 15, 2021",Health and environment,India
"November 15, 2021",Health and environment,COVID-19 pandemic in Sri Lanka
"November 15, 2021",Health and environment,Sri Lanka
"November 15, 2021",Health and environment,COVID-19 pandemic in Europe
"November 15, 2021",Health and environment,COVID-19 pandemic in Germany
"November 15, 2021",Health and environment,Berlin
"November 15, 2021",Health and environment,COVID-19 pandemic in Latvia
"November 15, 2021",Health and environment,Latvia
"November 15, 2021",Health and environment,COVID-19 pandemic in the United Kingdom
"November 15, 2021",Health and environment,Joint Committee on Vaccination and Immunisation
"November 15, 2021",Health and environment,COVID-19 pandemic in Australia
"November 15, 2021",Health and environment,COVID-19 pandemic in Queensland
"November 15, 2021",Health and environment,Queensland
"November 15, 2021",Health and environment,COVID-19 pandemic in Egypt
"November 15, 2021",Health and environment,Egypt
"November 15, 2021",International relations,China–United States relations
"November 15, 2021",International relations,US President
"November 15, 2021",International relations,Foreign relations of Kiribati
"November 15, 2021",International relations,New Zealand
"November 15, 2021",International relations,2021 Belarus–European Union border crisis
"November 15, 2021",International relations,European Union
"November 15, 2021",Politics and elections,2021 Argentine legislative election
"November 15, 2021",Politics and elections,Chamber of Deputies
"November 15, 2021",Science and technology,Russia
"November 16, 2021",Armed conflicts and attacks,Insurgency in the Maghreb
"November 16, 2021",Armed conflicts and attacks,2021 Niger attacks
"November 16, 2021",Armed conflicts and attacks,Niger
"November 16, 2021",Armed conflicts and attacks,2021 Uganda bombings
"November 16, 2021",Armed conflicts and attacks,suicide bombers
"November 16, 2021",Armed conflicts and attacks,2021 Armenia–Azerbaijan border crisis
"November 16, 2021",Armed conflicts and attacks,Armenian soldiers
"November 16, 2021",Business and economy,United Kingdom
"November 16, 2021",Health and environment,COVID-19 pandemic
"November 16, 2021",Health and environment,COVID-19 pandemic in Asia
"November 16, 2021",Health and environment,COVID-19 pandemic in the Philippines
"November 16, 2021",Health and environment,President
"November 16, 2021",Health and environment,COVID-19 pandemic in South Korea
"November 16, 2021",Health and environment,South Korea
"November 16, 2021",Health and environment,COVID-19 pandemic in Europe
"November 16, 2021",Health and environment,COVID-19 pandemic in Russia
"November 16, 2021",Health and environment,Russia
"November 16, 2021",Health and environment,COVID-19 pandemic in Ukraine
"November 16, 2021",Health and environment,Ukraine
"November 16, 2021",Health and environment,COVID-19 pandemic in New Zealand
"November 16, 2021",Health and environment,New Zealand
"November 16, 2021",Health and environment,Deployment of COVID-19 vaccines
"November 16, 2021",Health and environment,Oxford–AstraZeneca COVID-19 vaccine
"November 16, 2021",Health and environment,COVID-19 drug development
"November 16, 2021",Health and environment,Pfizer
"November 16, 2021",Health and environment,2020–21 H5N8 outbreak
"November 16, 2021",Health and environment,Japan
"November 16, 2021",Health and environment,Annals of Internal Medicine
"November 16, 2021",Health and environment,Maryland
"November 16, 2021",International relations,2021 Belarus–European Union border crisis
"November 16, 2021",International relations,Migrants
"November 16, 2021",International relations,Russo-Ukrainian War
"November 16, 2021",International relations,British Prime Minister
"November 16, 2021",International relations,Belarus–European Union relations
"November 16, 2021",International relations,cybersecurity
"November 16, 2021",Law and crime,Mexican Secretariat of National Defense
"November 16, 2021",Law and crime,Organization for Security and Co-operation in Europe
"November 16, 2021",Politics and elections,Politics of Monaco
"November 16, 2021",Politics and elections,Princess Charlene of Monaco
"November 16, 2021",Politics and elections,Pandora Papers
"November 16, 2021",Politics and elections,impeachment
"November 16, 2021",Science and technology,Moons of Saturn
"November 16, 2021",Science and technology,Saturn
"November 17, 2021",Armed conflicts and attacks,October 2021 Sudanese coup d'état
"November 17, 2021",Armed conflicts and attacks,Khartoum
"November 17, 2021",Armed conflicts and attacks,Insurgency in the Maghreb
"November 17, 2021",Armed conflicts and attacks,military post
"November 17, 2021",Armed conflicts and attacks,2021 Belarus–European Union border crisis
"November 17, 2021",Armed conflicts and attacks,Estonia
"November 17, 2021",Armed conflicts and attacks,Nagorno-Karabakh conflict
"November 17, 2021",Armed conflicts and attacks,Azerbaijan
"November 17, 2021",Disasters and accidents,November 2021 Pacific Northwest floods
"November 17, 2021",Disasters and accidents,Canadian government
"November 17, 2021",Disasters and accidents,Royal Air Force
"November 17, 2021",Health and environment,COVID-19 pandemic
"November 17, 2021",Health and environment,COVID-19 pandemic in Europe
"November 17, 2021",Health and environment,COVID-19 pandemic in the United Kingdom
"November 17, 2021",Health and environment,COVID-19 pandemic in Northern Ireland
"November 17, 2021",Health and environment,Northern Ireland Executive
"November 17, 2021",Health and environment,COVID-19 pandemic in Austria
"November 17, 2021",Health and environment,Austria
"November 17, 2021",Health and environment,COVID-19 pandemic in Germany
"November 17, 2021",Health and environment,Germany
"November 17, 2021",Health and environment,COVID-19 pandemic in Russia
"November 17, 2021",Health and environment,Russia
"November 17, 2021",Health and environment,COVID-19 pandemic in Spain
"November 17, 2021",Health and environment,Spain
"November 17, 2021",Health and environment,COVID-19 pandemic in Argentina
"November 17, 2021",Health and environment,COVID-19 vaccination in Argentina
"November 17, 2021",Health and environment,Argentina
"November 17, 2021",Health and environment,COVID-19 pandemic in the Philippines
"November 17, 2021",Health and environment,Food and Drug Administration of the Philippines
